loan_id,borrower_id,segment,country,origination_date,maturity_date,currency,interest_rate,pd_1y,lgd,ead,collateral_value,ltv,is_default,default_date,days_past_due,provision_amount,internal_rating
147,18,Retail,ES,2022-12-09,2027-12-08,EUR,0.042860478617992415,0.018140482913297083,0.6991702089422036,13458.804582169701,26150.57392081546,0.5146657439688809,0,,13,182.78873169165965,A
148,117,SME,NL,2020-09-23,2028-09-21,EUR,0.04987505953195326,0.05430731221530661,0.2860107577707408,5969.844127983636,10005.01561859857,0.5966851382906535,0,,18,82.94380574629243,BB/B
149,411,SME,NL,2020-09-10,2024-09-09,USD,0.0480906656663027,0.10004288238035701,0.6783419236796977,5837.642479984505,14501.027570641287,0.40256750437488786,0,,24,361.23437665617826,BB/B
150,30,Retail,DE,2023-01-21,2028-01-20,EUR,0.043567302312222445,0.0335024529768953,0.6327392719679725,3340.887938655432,4279.954294547217,0.7805896298733419,0,,25,66.7473030578866,BBB
151,428,Retail,ES,2023-05-12,2025-05-11,EUR,0.042943678114405734,0.03102214690359773,0.6929274840718905,35475.01068458724,0.0,,0,,0,786.2704973747985,BBB
152,141,Corporate,FR,2022-05-09,2028-05-07,EUR,0.039404770133516794,0.05816957942645872,0.5830943168012592,40037.86960843676,80301.08815130206,0.49859685005759863,0,,19,1233.3064950746602,BB/B
153,459,SME,DE,2020-06-12,2023-06-12,EUR,0.04266100650225832,0.14296209596719286,0.6284971257265625,39837.08082493102,48373.43821507393,0.8235321344703829,0,,18,3161.5770465144233,BB/B
154,147,Retail,ES,2020-02-15,2027-02-13,EUR,0.04531754464225764,0.10487471729601656,0.4972988197876629,8873.496593997645,12738.809676210876,0.6965718791268606,0,,1,397.907494764726,BB/B
155,218,Corporate,DE,2023-11-15,2031-11-13,EUR,0.03562185697747657,0.0063529176536851065,0.6336420405872562,60231.5325439256,136807.29257875297,0.4402655107676616,0,,25,272.45875275338676,AA
156,331,Retail,NL,2024-01-27,2032-01-25,EUR,0.03685796110651567,0.038854024380191775,0.2557561279397063,44657.55011413066,81971.3820346936,0.5447944027005642,0,,17,512.2818624056748,BBB
157,64,Corporate,ES,2021-06-22,2030-06-20,EUR,0.04157139267541273,0.08893325530494087,0.5708271521842128,22187.723216851922,63902.256917838575,0.34721345202845455,0,,21,1308.718100524329,BB/B
158,279,Retail,NL,2023-07-01,2025-06-30,EUR,0.04207639845132727,0.09186394011641794,0.5143617935005786,18829.33409051127,45095.57500802685,0.41754283180023133,0,,19,1004.1748784326031,BB/B
159,253,SME,ES,2024-01-03,2026-01-02,USD,0.03516627241847867,0.019892963385189564,0.22992324136893239,11508.999010174708,18462.33406278848,0.6233772485663946,0,,10,45.003179352871236,A
160,392,Retail,NL,2024-11-06,2033-11-04,EUR,0.03962618718293346,0.04796717448632442,0.34579518567432554,26693.13870247861,43441.83576283926,0.6144569683519747,0,,6,371.5154213179513,BBB
161,499,Retail,DE,2022-12-28,2026-12-27,GBP,0.03953000612885608,0.0811071563423821,0.30805340018625993,110995.8181563874,207641.64271195576,0.5345547102531971,0,,11,2772.3407169844368,BB/B
162,333,Corporate,NL,2023-01-17,2024-01-17,GBP,0.031146671718121823,0.007102874146325346,0.4025877253994252,68724.19609972308,281372.9578122196,0.2442459169995564,0,,22,198.20321725780474,AA
163,205,Retail,DE,2022-03-11,2025-03-10,EUR,0.0389020300537062,0.004670601897593546,0.2991766707618657,17048.02391141318,39459.82762538726,0.43203493115223335,0,,19,26.04030989993496,AAA
164,204,Retail,FR,2024-01-02,2031-12-31,EUR,0.03921341083575767,0.04098530320153765,0.3374148220759925,37745.4969615145,76833.13981898798,0.49126583985035,0,,18,464.1235585558322,BBB
165,209,Retail,DE,2021-06-08,2025-06-07,EUR,0.039198535285884906,0.04298414131889019,0.348015067621423,7321.495947425895,19268.68330998103,0.3799686688313268,0,,3,128.40279620150096,BBB
166,408,SME,IT,2021-08-09,2022-08-09,EUR,0.04805863253844432,0.14097211950219174,0.4999054475622652,45709.76258650646,59957.977119751726,0.7623633214845147,0,,0,2976.38314152792,BB/B
167,161,Corporate,ES,2022-09-11,2029-09-09,EUR,0.0353179842523658,0.0641698888097082,0.2674368800350683,9596.395683624634,17070.833562027736,0.5621515580217946,0,,20,169.81320126277757,BB/B
168,84,Corporate,FR,2024-02-06,2026-02-05,EUR,0.024629133938390925,0.030814965201926302,0.320550617361054,43925.73127925509,75992.34415930747,0.5780283759528572,0,,28,497.09877702774645,BBB
169,168,Retail,NL,2022-06-21,2026-06-20,EUR,0.02693902100840333,0.09326004658163912,0.35857403049004943,428939.9410145132,0.0,,1,2024-07-17,140,14478.558272483559,BB/B
170,12,Retail,ES,2021-08-19,2022-08-19,EUR,0.0375954166691293,0.0234557213209132,0.4245339691380363,12456.371868955852,0.0,,0,,10,136.6176896786062,BBB
171,54,Retail,ES,2023-02-21,2029-02-19,GBP,0.03802178222937,0.007466575619076203,0.21904431641499156,409545.5090198469,1058879.806558649,0.38677242353961455,0,,13,736.5368753939894,AA
172,46,SME,NL,2023-09-09,2028-09-07,EUR,0.045201278710028645,0.06459195175966671,0.6996057260363806,35977.01307440734,0.0,,0,,28,1814.3637859448975,BB/B
173,386,Corporate,IT,2022-06-22,2030-06-20,EUR,0.031750395365773856,0.08294739920597424,0.3501960012760127,10408.461569082163,20376.26357926396,0.5108130609222391,0,,6,339.9607611319059,BB/B
174,362,SME,FR,2023-03-25,2027-03-24,GBP,0.04552996666736085,0.04711486259697766,0.34367243036780626,9942.202288064173,0.0,,0,,15,154.06019033191166,BBB
175,349,SME,NL,2023-01-02,2025-01-01,EUR,0.05069797263426863,0.02681834388325543,0.47743529329559375,234440.14939881896,0.0,,0,,2,2837.9477629222456,BBB
176,231,Retail,IT,2023-04-06,2025-04-05,EUR,0.038146934732300686,0.04516862786593354,0.627016089661058,36061.77376094866,52853.70364818394,0.6822941680868895,0,,7,1145.309663070877,BBB
177,359,Corporate,ES,2023-06-28,2025-06-27,USD,0.030707999383606584,0.030714446813164556,0.42840468403039866,12504.541081454216,14449.134070096912,0.8654180257994066,0,,11,169.7835502912,BBB
178,81,Retail,FR,2021-06-03,2026-06-02,EUR,0.03990121070082074,0.037629147359748115,0.32441960041987294,17971.44501105077,29905.59369973785,0.6009392487402218,0,,20,228.84123970511197,BBB
179,451,Retail,FR,2022-09-15,2023-09-15,EUR,0.035908649805407714,0.028950945688093713,0.4829377515976771,33886.62855693518,51244.33506034542,0.6612756027964892,0,,9,457.0931023755886,BBB
180,251,Retail,DE,2022-09-03,2026-09-02,EUR,0.031418756612577245,0.01794537953696101,0.44147127501286487,21835.215269428787,0.0,,0,,13,152.33997364308573,A
181,470,Retail,FR,2021-09-28,2029-09-26,USD,0.03779342753052159,0.04714117798067919,0.4115374135111479,31129.124725068155,0.0,,0,,8,593.5120476861462,BBB
182,77,Retail,DE,2023-03-14,2030-03-12,EUR,0.04377321808586304,0.06375001161047772,0.6919414753921116,129781.93483684243,323146.203276434,0.40161986593362836,0,,4,6800.30853223675,BB/B
183,249,Retail,ES,2024-07-01,2030-06-30,EUR,0.051382693447715455,0.05871667779257601,0.6979751322342824,7129.734925994129,10417.920660782078,0.6843721658232418,0,,23,267.75318963242853,BB/B
184,349,Retail,DE,2020-09-28,2029-09-26,EUR,0.040308051730947383,0.0027717898252540224,0.48097191422879687,41966.641335576795,61973.09564708906,0.6771751660520449,0,,20,50.84568706102779,AAA
185,248,SME,ES,2024-09-22,2032-09-20,EUR,0.040618541304782665,0.2096681727828043,0.23400196353590547,20477.91762092136,44570.91094882465,0.45944579513830575,0,,19,856.3223076827967,BB/B
186,224,Retail,NL,2022-02-23,2028-02-22,EUR,0.03407517395857893,0.01848943544239977,0.4834587902414465,13372.486835260037,19754.384360147076,0.6769376656575531,0,,17,118.6352175242518,A
187,84,Retail,ES,2023-09-04,2031-09-02,EUR,0.042759774481528,0.06607229868891247,0.6762360741914426,64355.27400528282,209212.4007515271,0.30760735871347755,0,,3,2632.1980995597023,BB/B
188,191,Corporate,IT,2023-12-08,2025-12-07,USD,0.03906808722567276,0.005418042142895054,0.6628462653473426,5108.056945133304,0.0,,0,,15,19.71780549952288,AA
189,120,SME,DE,2024-10-17,2032-10-15,EUR,0.057529939373784755,0.05920273236171501,0.30775042471566133,2066.407025916803,0.0,,0,,21,32.15433215365098,BB/B
190,151,SME,NL,2020-07-04,2023-07-04,EUR,0.06618281787949981,0.06053491211605999,0.2950597410151422,27571.365045012473,0.0,,0,,14,442.68784427315614,BB/B
191,342,Retail,DE,2022-11-10,2029-11-08,EUR,0.04218139726616432,0.017139544235542405,0.27612792750578496,19183.777138077072,27304.937314989078,0.702575395679305,1,2023-11-26,130,74.87916667041769,A
192,316,Corporate,ES,2023-04-17,2032-04-14,EUR,0.03482365945156881,0.00033009653123506586,0.6098921747061736,5693.911639383255,7160.230353215894,0.7952134719836119,0,,21,0.9360691470110779,AAA
193,304,Retail,ES,2021-04-20,2026-04-19,EUR,0.04282470326773408,0.004055463101376609,0.4450275284947367,3981.6337492621396,0.0,,0,,9,8.08900057186565,AAA
194,181,Retail,DE,2024-10-22,2025-10-22,EUR,0.0408546918556415,0.01357386496258856,0.3690232853296228,151847.70817484218,0.0,,0,,15,884.1031151319024,A
195,480,Corporate,ES,2022-03-08,2026-03-07,EUR,0.03276025682255379,0.025780126021205645,0.3624035844198502,34996.902899121684,0.0,,0,,11,361.48284853377066,BBB
196,44,SME,DE,2022-07-14,2026-07-13,EUR,0.04905130527544446,0.01583826119949551,0.3377066214771939,22463.470220802683,27981.936515353562,0.802784689632795,0,,29,137.69980392656478,A
197,172,SME,FR,2022-03-28,2031-03-26,EUR,0.050255917650806115,0.06389661426967524,0.641309887057204,197846.13447332245,339730.1634190241,0.5823625800023489,0,,5,6766.6193131799855,BB/B
198,60,SME,NL,2024-05-20,2033-05-18,EUR,0.044284194616622946,0.07384297749931872,0.4048399463735526,61209.794287029516,82310.33498501497,0.743646521401876,0,,8,2121.250579561746,BB/B
199,170,SME,NL,2020-03-30,2026-03-29,EUR,0.056230190104202285,0.1756448284610952,0.32200886782094046,129220.66075886186,150305.05794977944,0.8597226368924832,0,,20,7209.335486997008,BB/B
200,481,Retail,FR,2023-10-24,2032-10-21,USD,0.04638235441390465,0.016826375527961412,0.5552024030326392,6768.576459151669,0.0,,0,,1,70.02713097748138,A
201,184,Retail,NL,2021-08-12,2025-08-11,EUR,0.04734381872327291,0.08280918138243866,0.517727278445899,6519.85496391727,9521.312353214771,0.6847643184099416,1,2022-06-04,210,292.46567966361476,BB/B
202,455,Retail,NL,2021-04-09,2025-04-08,USD,0.040149168935633195,0.046309628031647905,0.5576827772970476,40826.03359093159,51603.99923159349,0.791140884405267,0,,15,991.0589957220658,BBB
203,248,Retail,ES,2023-04-15,2031-04-13,USD,0.04279385517368879,0.07318315397882587,0.6109780572649324,33339.53530335062,0.0,,0,,0,1350.4731064523967,BB/B
204,350,Corporate,DE,2024-05-08,2031-05-07,EUR,0.03414302182651636,0.016820849745318982,0.2506168572844597,76853.94148343916,105117.13497617118,0.7311266759778132,0,,15,274.4966144880468,A
205,229,Retail,FR,2023-07-10,2028-07-08,USD,0.03678608215179638,0.01172682388226795,0.20099437072507237,4312.2329064585865,6230.660681027992,0.6920988202084397,0,,9,9.80891610225933,A
206,133,SME,ES,2020-12-21,2025-12-20,EUR,0.05556748789655154,0.02320416599478822,0.2252831205780771,44515.70894992716,0.0,,1,2024-04-13,319,232.1572430856816,BBB
207,383,SME,NL,2020-06-22,2027-06-21,EUR,0.06152545152838683,0.03005690021916849,0.5533966295744059,59235.04567206468,145513.70634020917,0.4070753687874179,0,,5,1175.680805726195,BBB
208,485,SME,NL,2020-04-28,2027-04-27,EUR,0.054098403625722574,0.017700499591664542,0.6672482701248567,56171.90876120424,69172.61285593864,0.8120541706034708,0,,14,540.6361839518066,A
209,132,Retail,IT,2023-11-15,2028-11-13,EUR,0.045634715716061494,0.007397584567171474,0.36555269100818344,14666.27059223088,24343.358775232413,0.6024752265144585,0,,9,41.090779855826675,AA
210,390,Retail,FR,2021-12-22,2022-12-22,EUR,0.04487328845350101,0.029502080270107627,0.5905970831972217,36997.85332115524,84750.95769312294,0.4365479084628375,0,,2,651.0898836744728,BBB
211,131,Corporate,NL,2024-04-01,2025-04-01,EUR,0.033067365778810774,0.007917914649165435,0.5645922554343346,10141.010307547334,0.0,,0,,15,36.682636691790826,AA
212,359,SME,FR,2021-06-15,2023-06-15,EUR,0.05457790362564581,0.05027250662867814,0.6890307896429599,16433.11718367378,21584.205970835865,0.7613491645640276,0,,16,530.4653283924572,BB/B
213,395,Corporate,FR,2022-12-05,2027-12-04,EUR,0.04299386349898372,0.01920458389560786,0.4353965407448509,7762.530541308415,0.0,,0,,19,62.90622074313487,A
214,225,Corporate,NL,2021-06-09,2027-06-08,EUR,0.039006836880059355,0.00929246653104845,0.28303648364344697,10314.79210487812,0.0,,0,,27,27.066825177382036,AA
215,369,SME,IT,2021-07-31,2029-07-29,EUR,0.04770351263602081,0.06111719661224052,0.5826157002938711,17309.96578596415,0.0,,0,,21,550.6545445091052,BB/B
216,137,Retail,FR,2020-01-17,2023-01-16,EUR,0.041783563195179764,0.00820170233779249,0.6094094320107196,13481.359767813105,30147.601253456236,0.4471785219153232,0,,23,54.82507213952427,AA
217,40,SME,DE,2022-07-25,2030-07-23,EUR,0.04642679493080065,0.03745512953079458,0.5536500378524576,10313.495475527438,15994.306516992652,0.6448229227425513,0,,19,196.23488811784844,BBB
218,49,Retail,IT,2023-04-19,2029-04-17,EUR,0.039558772748534504,0.04916065073215264,0.6315908366398895,6005.331565066025,9019.467820922078,0.6658188359113285,0,,20,211.54952741907613,BBB
219,224,SME,NL,2022-05-16,2023-05-16,EUR,0.05335887325831552,0.026149570128756187,0.3855912916599522,156544.53050538094,325987.10425144323,0.4802169425224675,1,2023-05-04,347,1772.8205706415706,BBB
220,452,Corporate,IT,2024-03-10,2028-03-09,EUR,0.03696421841923514,0.011337305933216826,0.5451575016117745,13352.208178450586,18513.459765702086,0.7212162581943111,0,,23,71.98648702301908,A
221,64,SME,ES,2024-06-12,2027-06-12,EUR,0.05184397683156512,0.06831278367047884,0.331924319581531,30637.057159426793,43685.66145421232,0.7013069309145751,0,,19,735.3383199624279,BB/B
222,228,Retail,FR,2022-05-30,2030-05-28,USD,0.03511376884434072,0.004871575389943761,0.4232200729699188,3793.438124640843,8579.081527939334,0.4421729892980763,0,,15,9.14647332446651,AAA
223,353,Retail,ES,2020-11-17,2029-11-15,EUR,0.04508588673810103,0.03757796214439043,0.3212460845778091,85617.85552073758,0.0,,0,,21,898.0008715212291,BBB
224,102,Corporate,ES,2022-05-04,2030-05-02,EUR,0.035680182114242544,0.004051566909757687,0.27726683632407256,26034.05194986893,0.0,,0,,28,24.901891359590376,AAA
225,361,Retail,ES,2021-02-04,2026-02-03,EUR,0.0417488590885753,0.007422201120832827,0.21797662400099438,14130.988871730611,19174.178399739478,0.7369801499250999,0,,14,18.492164665404367,AA
226,153,Retail,ES,2024-02-12,2029-02-10,USD,0.03964341966437032,0.049056322598850434,0.535712129096167,14254.941953605374,23979.058667387355,0.5944746268540042,0,,6,325.5322343842186,BBB
227,405,Retail,IT,2022-10-04,2025-10-03,EUR,0.034736084684441684,0.029210273005469474,0.6376365441387082,52544.19257169348,0.0,,0,,12,1101.5654438714196,BBB
228,290,Retail,FR,2021-12-10,2028-12-08,EUR,0.036954484280883396,0.013721260141297754,0.3572097171556342,1149.2956681591197,1910.3606939859387,0.6016118693068018,0,,0,6.340617185193368,A
229,274,Retail,ES,2023-04-08,2024-04-07,EUR,0.046914361195203674,0.05420296879253941,0.41461769172386354,9660.557727354704,17305.73404523219,0.5582287178402716,0,,9,220.61960460146432,BB/B
230,89,SME,NL,2024-12-07,2027-12-07,EUR,0.05322945078389994,0.1410620900310039,0.20177347415128677,19553.62875779538,27015.798194742896,0.7237849726609371,0,,26,519.4952104282261,BB/B
231,232,Retail,NL,2024-08-20,2026-08-20,EUR,0.03495424829316579,0.0006086086864972312,0.4064273862657244,19329.523455001963,0.0,,0,,2,5.367977508749166,AAA
232,429,Retail,FR,2020-05-15,2025-05-14,EUR,0.041526641436743464,0.058132982976271716,0.34066105754104214,269766.476983736,0.0,,1,2024-08-15,219,4690.623888173933,BB/B
233,10,Retail,ES,2021-12-24,2024-12-23,EUR,0.039269429842027276,0.038586537684622765,0.4871000150623006,15715.559154679335,34468.235619654144,0.45594324374753203,0,,26,252.8296040941854,BBB
234,380,Retail,DE,2023-09-07,2025-09-06,EUR,0.0572702320112209,0.0036019596422295942,0.654258591425531,59291.84130089965,96608.31280998746,0.6137343627718339,0,,16,116.76840469952448,AAA
235,247,Retail,IT,2023-09-17,2027-09-16,EUR,0.04142561920671137,0.024774449865906843,0.4530762845607562,134814.78959465347,174633.41860096468,0.7719873474085948,0,,9,1725.9163603932577,BBB
236,360,SME,IT,2024-10-21,2032-10-19,EUR,0.05755292048099665,0.06909964801161157,0.5377663299514308,43071.382902574376,0.0,,0,,14,1738.0528001893608,BB/B
237,332,Retail,FR,2020-04-13,2026-04-12,GBP,0.047100139588935525,0.03094483637122136,0.55274141990281,11228.202007424958,0.0,,0,,26,201.6235532245284,BBB
238,217,Retail,NL,2024-06-18,2032-06-16,EUR,0.030794819163535773,0.02790008142868945,0.27621595608737326,6096.757881385159,7740.485088837719,0.7876454526315255,0,,3,51.2593094880159,BBB
239,155,Retail,NL,2021-03-17,2030-03-15,EUR,0.04047160078190549,0.014633779766791612,0.3732853039059131,46416.964365219734,0.0,,0,,16,217.3968782801828,A
240,314,Retail,DE,2023-10-21,2032-10-18,EUR,0.04997214247340537,0.03919207297854192,0.256572775632498,114122.21604122291,210383.61056558506,0.5424482246236877,0,,8,1094.6845053567033,BBB
241,71,Retail,FR,2023-04-30,2027-04-29,USD,0.03941900357820123,0.04484979727833914,0.4203733018942951,38023.630303391365,73892.6681939006,0.5145792029544007,0,,16,806.958233138271,BBB
242,293,Retail,FR,2023-08-21,2031-08-19,EUR,0.031333494776759604,0.005928567548777833,0.6436428408048718,75617.88845374755,207330.6298734356,0.3647212594680693,0,,23,336.6516664865452,AA
243,48,Corporate,NL,2020-11-19,2029-11-17,USD,0.032433470243447934,0.008268898056844614,0.44046717536870683,294179.9834861334,0.0,,0,,27,1077.0684718199802,AA
244,325,Retail,IT,2024-11-03,2033-11-01,EUR,0.047272590204795184,0.017663841238106544,0.42807649160946315,50887.5860803188,83752.19132398737,0.6075970703078684,0,,7,326.6151516437939,A
245,315,SME,ES,2023-03-31,2027-03-30,EUR,0.05032638789955812,0.051220871294887525,0.3046617728976258,7327.334851889226,9270.19580591283,0.7904185634585642,1,2024-11-11,233,136.2294767759363,BB/B
246,43,Retail,NL,2023-08-11,2026-08-10,EUR,0.03580571945243741,0.060283253689368425,0.35510864004352793,23180.362737634456,71066.85802999444,0.32617683376196205,0,,19,475.388679968759,BB/B
247,379,Retail,ES,2023-08-22,2029-08-20,EUR,0.03657378596410488,0.06443489964935573,0.6682997862674541,86700.52286781993,168501.9647780287,0.5145371627092445,0,,12,3463.1709990042054,BB/B
248,208,Retail,DE,2024-01-15,2033-01-12,USD,0.03720149864425093,0.029375801930715817,0.35149766213102085,17175.17333031229,41005.117994531975,0.4188543813628971,0,,15,150.385959807845,BBB
249,394,SME,DE,2020-06-11,2029-06-09,USD,0.04546905453138879,0.07867650371927214,0.565693292775008,99280.61304938694,0.0,,0,,4,3557.2499620268422,BB/B
250,21,Corporate,FR,2023-02-11,2029-02-09,EUR,0.03358220801609487,0.005092760059195235,0.2210708324572379,20600.34499590794,35030.877100666265,0.5880624951727553,0,,25,24.15492219166986,AA
251,90,Retail,FR,2022-11-30,2024-11-29,GBP,0.045262115063995856,0.004303985604687465,0.26415698004724897,30771.598623974125,39544.91232570003,0.778143048353045,0,,5,36.558450735284424,AAA
252,247,Retail,ES,2023-01-30,2027-01-29,EUR,0.04228006091054565,0.009788163918085332,0.35573895815244905,15510.29009377399,32203.613565501113,0.4816319777973537,0,,1,48.2661455511671,AA
253,95,Retail,DE,2020-02-09,2027-02-07,EUR,0.03334177619971258,0.003988744585412625,0.6507104306801126,25836.315024627416,47438.56158710986,0.5446268638897291,0,,22,57.99193339015213,AAA
254,165,Retail,FR,2023-04-24,2029-04-22,EUR,0.03336033743003279,0.01273669822718247,0.3096458274395262,27240.154383303456,55848.99440234484,0.4877465507626001,0,,12,108.63511506114212,A
255,331,SME,FR,2023-04-19,2027-04-18,EUR,0.06131397227494609,0.17440128006079236,0.5633723050425039,4409.2420088272065,0.0,,0,,2,422.02736640716245,BB/B
256,73,Retail,DE,2023-05-14,2027-05-13,USD,0.03327264451033553,0.04280063727397579,0.283762233449845,14163.261992493924,0.0,,0,,20,158.5058760396804,BBB
257,339,Retail,DE,2023-05-16,2024-05-15,EUR,0.038872164894656974,0.024509461324930787,0.5064210230590708,6417.5513427805,13474.0128054566,0.476291022981778,0,,8,70.67762878711075,BBB
258,52,Corporate,DE,2024-07-22,2027-07-22,EUR,0.03718783806006415,0.017089737188483174,0.49341411537564056,14660.19669704639,29847.41108552853,0.49117146726854194,0,,29,141.38630872713622,A
259,88,Retail,IT,2021-12-26,2028-12-24,EUR,0.03431203002318656,0.003183496018179074,0.5109739505698361,9945.109783925662,0.0,,0,,29,19.308406054869582,AAA
260,294,Retail,IT,2024-11-17,2027-11-17,EUR,0.03487868832820568,0.030466117861163832,0.3431382608312652,60586.124441980086,99224.2695251058,0.6105978379276508,0,,16,596.7845965878712,BBB
261,397,SME,IT,2023-11-16,2032-11-13,EUR,0.05711426241778489,0.06885433529686699,0.28105149847629146,61291.71372948375,85138.54388725548,0.7199055907116424,0,,14,1280.0942546769659,BB/B
262,86,Retail,IT,2023-12-30,2024-12-29,EUR,0.042518251437620266,0.03769488141323436,0.6432428745685241,38572.47253701834,74362.66571867075,0.5187075014624399,0,,13,1072.018805326067,BBB
263,150,Retail,ES,2023-07-20,2029-07-18,EUR,0.045307593852068784,0.03804336732731429,0.48472196875074114,6200.286432678515,0.0,,0,,18,92.7008255454935,BBB
264,463,Retail,NL,2021-03-23,2026-03-22,EUR,0.04303526717385276,0.027875792511415094,0.30602158486046904,19967.57971031752,0.0,,0,,27,198.13846449346698,BBB
265,495,Corporate,IT,2022-01-03,2030-01-01,EUR,0.033746296669265624,0.031329400329994,0.4066645265977177,5726.20157341688,8839.868367110766,0.6477700046667594,0,,19,72.93015631673576,BBB
266,291,Retail,ES,2020-01-20,2028-01-18,EUR,0.03626902623221476,0.011360072621819397,0.23354574646260345,19009.73725636356,26650.39477363149,0.7133004001566322,0,,2,51.57952213801031,A
267,224,Retail,ES,2023-04-02,2028-03-31,EUR,0.03464546502077741,0.02842706511608901,0.43768805830118707,42083.927081162314,0.0,,0,,5,531.9674123091102,BBB
268,174,Retail,ES,2020-05-13,2026-05-12,EUR,0.03744561455835427,0.014191340680132513,0.4119453880914844,59403.25625257254,80805.80999003098,0.7351359544555166,0,,18,311.5648751085142,A
269,307,Retail,DE,2024-10-12,2031-10-11,GBP,0.042049677924902835,0.011762258271106546,0.2663631186866968,35342.61645789469,45674.922249434356,0.7737860234306667,0,,11,123.23052721007863,A
270,296,SME,NL,2022-06-26,2027-06-25,EUR,0.059754636567270425,0.018436223393764845,0.4221861675912716,77533.97946901017,123979.09377816578,0.6253794660553071,0,,14,659.5724537033018,A
271,148,Retail,DE,2021-01-05,2023-01-05,GBP,0.02950049007137439,0.024587869530389238,0.5197661697963529,28559.827797540434,40248.649389466234,0.7095847495696348,0,,12,305.9797851895813,BBB
272,12,SME,IT,2022-05-07,2026-05-06,EUR,0.04533833322968496,0.08310107806309885,0.6642452223667122,17438.570510974234,31917.809146380816,0.5463586310387976,1,2024-06-28,241,986.777544249054,BB/B
273,76,SME,ES,2020-05-04,2023-05-04,EUR,0.04531668413078324,0.013126584718033645,0.5515925969797623,52768.01500405985,105083.70729328813,0.5021522019277886,0,,17,451.9143126357139,A
274,480,Corporate,IT,2023-06-07,2028-06-05,EUR,0.038382701473813285,0.06243812570158956,0.45121764318487967,54528.35388719691,75022.63263899038,0.7268253854751787,0,,6,1764.3117130438184,BB/B
275,210,Retail,FR,2024-11-02,2030-11-01,EUR,0.03291495543448507,0.07653122621370487,0.5850255589305711,13040.67113646144,0.0,,0,,2,613.270892514965,BB/B
276,242,Corporate,NL,2021-02-19,2023-02-19,USD,0.03347537876919028,0.05524477267013029,0.33996764067542273,32176.197772246298,100050.1304200957,0.321600757911491,0,,7,531.4814947805487,BB/B
277,234,SME,DE,2024-08-30,2027-08-30,EUR,0.04245940487867669,0.07470965482039288,0.5343907992224446,16410.663659734884,21230.605139009527,0.772972016213594,0,,20,615.1431809464239,BB/B
278,392,Retail,FR,2021-03-08,2029-03-06,EUR,0.04192166979656704,0.0306361037405613,0.20253108339923726,2955.4470306298717,5248.492505457599,0.5631039822495081,0,,18,15.77317681586161,BBB
279,33,SME,NL,2021-05-04,2025-05-03,EUR,0.054315554197274615,0.08674005376781034,0.23627556522476273,34204.29473157876,47441.935519664534,0.7209717385455572,0,,24,791.2713847382024,BB/B
280,42,Corporate,ES,2020-10-14,2022-10-14,EUR,0.035263898012424015,0.052178982774817154,0.5121328182308913,6035.885306959735,18755.07574459752,0.321826762480466,1,2022-04-06,222,179.27357848131305,BB/B
281,138,Retail,DE,2022-08-11,2029-08-09,EUR,0.036362131590893035,0.04465512796035474,0.29627478719397987,30583.753309151427,0.0,,0,,3,471.0459417989815,BBB
282,244,Corporate,ES,2020-07-12,2027-07-11,EUR,0.03407945522755345,0.034302094168234674,0.5443647931323572,4744.274007885768,20580.3182005043,0.23052481315714127,0,,4,73.11776513474099,BBB
283,336,Retail,NL,2024-02-27,2032-02-25,EUR,0.04501602934808875,0.054461894816113736,0.5183766322519102,10725.001921738289,0.0,,1,2024-12-19,265,359.06928855810713,BB/B
284,246,SME,DE,2022-11-01,2029-10-30,EUR,0.0535797929732206,0.0648730393480914,0.23183337470396237,14276.943869729308,0.0,,0,,3,254.78224530391904,BB/B
285,221,Corporate,IT,2024-05-24,2033-05-22,EUR,0.02969460532780262,0.027778377503386673,0.3962483332973349,73256.68388632208,236289.377450386,0.31002952683179286,0,,16,862.6001412470997,BBB
286,469,Retail,IT,2021-03-04,2027-03-03,EUR,0.03498341304819158,0.009402148078037367,0.5065010991534779,12919.394875964352,26917.180673678955,0.4799683530228565,0,,17,70.91950256640717,AA
287,81,Corporate,DE,2021-06-08,2024-06-07,EUR,0.03317709995663796,0.07394910718132616,0.5567408157916791,7517.801694820013,20422.079614994218,0.3681212607407682,0,,4,301.8898756250639,BB/B
288,286,Retail,FR,2020-12-22,2028-12-20,EUR,0.03578433670994126,0.07088583486475758,0.6080420802633737,31708.65915391409,59230.02632157971,0.5353477133668172,0,,13,1264.6853929049664,BB/B
289,272,SME,DE,2021-03-09,2024-03-08,EUR,0.05049906229448206,0.04787930466444348,0.3652214508325129,17730.23070776964,20067.04658193097,0.8835495864017441,0,,1,267.1766324708056,BBB
290,237,SME,DE,2023-06-19,2026-06-18,EUR,0.041797691536817054,0.05723354455125277,0.6183580211273921,48560.249352159204,60310.59477712302,0.8051694653586645,0,,18,1396.5785156278603,BB/B
291,404,Retail,IT,2024-08-30,2032-08-28,EUR,0.0297957057467624,0.011848198840222333,0.37712721300282215,8007.389251853224,23527.136423040498,0.3403469554421192,0,,17,29.224447709436173,A
292,134,Retail,IT,2020-05-12,2028-05-10,EUR,0.041591456013265575,0.024512810549944808,0.20349342060000153,27196.780522623518,0.0,,0,,0,146.05825795408512,BBB
